param,price
6319,964.3657397323299
6344,940.8992133156637
6369,917.5462560488578
6394,894.3329745978959
6419,871.2805774954975
6444,848.389511370227
6469,825.6926197063242
6494,803.2013404051379
6519,780.9156543233144
6544,758.8364625172866
6569,736.9729549447355
6594,715.3326469475858
6619,693.9292693569425
6644,672.7930051640358
6669,651.9416558810595
6694,631.3562305323118
6719,611.0611346527885
6744,591.0971667188777
6769,571.4562376460912
6794,552.10579088702
6819,533.0767038685808
6844,514.3936077993473
6869,496.0710662034652
6894,478.10463828099125
6919,460.51004322656235
6944,443.2686196235963
6969,426.38671174950395
6994,409.8387267566206
7019,393.71294866552006
7044,378.0238125247141
7069,362.6914068428627
7094,347.7678406359037
7119,333.256911851087
7144,319.12439167026736
7169,305.4272778315872
7194,292.13511099628994
7219,279.2215846974594
7244,266.68240888663286
7269,254.49634319687271
7294,242.68895277403962
7319,231.25997725263733
7344,220.22399022437912
7369,209.64320116717158
7394,199.45616371786716
7419,189.6353063458113
7444,180.13940580459828
7469,170.98403797199606
7494,162.18255806852386
7519,153.7359340814162
7544,145.6077828079314
